age,job,marital,education,children,mortgage,empvarrate,conspriceidx,consconfidx,euribor3m,nremployed,y
32,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
31,technician,married,professional.course,3,no,1.4,94.465,-41.8,4.962,5228.1,yes
38,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
30,blue-collar,married,basic.6y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
54,housemaid,married,basic.4y,3,no,1.4,94.465,-41.8,4.962,5228.1,no
38,admin.,single,basic.9y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
25,blue-collar,single,basic.9y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
25,services,single,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
51,unemployed,divorced,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
35,blue-collar,single,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
28,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
47,services,married,high.school,0,unknown,1.4,94.465,-41.8,4.962,5228.1,no
35,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
51,blue-collar,single,basic.9y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,technician,single,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
34,services,married,basic.9y,1,no,1.4,94.465,-41.8,4.962,5228.1,no
27,blue-collar,married,basic.4y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
31,services,married,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
35,technician,married,professional.course,3,no,1.4,94.465,-41.8,4.962,5228.1,yes
56,management,married,university.degree,1,no,1.4,94.465,-41.8,4.962,5228.1,yes
31,services,single,basic.6y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
41,blue-collar,divorced,basic.4y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
58,blue-collar,married,basic.4y,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,married,basic.6y,3,no,1.4,94.465,-41.8,4.962,5228.1,no
47,services,married,high.school,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
46,blue-collar,married,basic.4y,5,no,1.4,94.465,-41.8,4.962,5228.1,no
56,retired,married,high.school,2,no,1.4,94.465,-41.8,4.962,5228.1,no
47,services,married,high.school,3,no,1.4,94.465,-41.8,4.962,5228.1,no
33,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
55,technician,married,professional.course,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
47,services,married,high.school,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
56,retired,married,high.school,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
32,blue-collar,married,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
41,blue-collar,married,basic.6y,3,no,1.4,94.465,-41.8,4.962,5228.1,no
52,self-employed,married,professional.course,2,no,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.4y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,admin.,married,high.school,1,no,1.4,94.465,-41.8,4.962,5228.1,no
41,admin.,divorced,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
23,blue-collar,married,professional.course,1,no,1.4,94.465,-41.8,4.962,5228.1,no
51,blue-collar,divorced,unknown,4,no,1.4,94.465,-41.8,4.962,5228.1,no
36,services,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
51,blue-collar,divorced,unknown,3,no,1.4,94.465,-41.8,4.962,5228.1,no
35,technician,married,professional.course,5,no,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.6y,3,no,1.4,94.465,-41.8,4.962,5228.1,no
32,services,married,high.school,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
41,services,married,basic.9y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
43,self-employed,married,university.degree,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
54,retired,single,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
25,admin.,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,admin.,married,high.school,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,admin.,married,high.school,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
42,admin.,divorced,university.degree,3,no,1.4,94.465,-41.8,4.962,5228.1,yes
35,entrepreneur,single,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
50,management,married,university.degree,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
42,admin.,divorced,university.degree,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
32,admin.,married,high.school,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
32,admin.,married,high.school,4,no,1.4,94.465,-41.8,4.962,5228.1,no
51,services,married,high.school,1,no,1.4,94.465,-41.8,4.962,5228.1,no
39,blue-collar,divorced,basic.9y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,married,basic.9y,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.6y,3,yes,1.4,94.465,-41.8,4.962,5228.1,yes
39,blue-collar,divorced,basic.9y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
41,services,married,basic.9y,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
34,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
36,admin.,married,high.school,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,services,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
49,housemaid,divorced,basic.4y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
31,blue-collar,married,basic.9y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
25,housemaid,married,basic.4y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
29,management,married,university.degree,4,no,1.4,94.465,-41.8,4.962,5228.1,yes
56,blue-collar,married,basic.4y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
54,blue-collar,divorced,basic.4y,3,no,1.4,94.465,-41.8,4.962,5228.1,no
31,admin.,married,high.school,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
34,blue-collar,married,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
27,technician,married,university.degree,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
31,admin.,married,high.school,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
51,blue-collar,divorced,unknown,3,unknown,1.4,94.465,-41.8,4.962,5228.1,no
28,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,management,single,basic.9y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
26,blue-collar,married,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
25,services,married,high.school,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
39,technician,married,professional.course,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
33,admin.,married,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
39,technician,married,professional.course,4,no,1.4,94.465,-41.8,4.962,5228.1,no
55,management,single,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
29,management,married,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
51,management,married,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,blue-collar,married,basic.9y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
24,blue-collar,single,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
24,blue-collar,single,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
45,blue-collar,divorced,unknown,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
20,services,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
34,blue-collar,married,basic.9y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
25,blue-collar,married,basic.9y,5,no,1.4,94.465,-41.8,4.962,5228.1,no
29,self-employed,married,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
29,blue-collar,married,basic.9y,0,unknown,1.4,94.465,-41.8,4.962,5228.1,no
29,self-employed,married,professional.course,4,no,1.4,94.465,-41.8,4.962,5228.1,no
32,blue-collar,married,basic.6y,5,no,1.4,94.465,-41.8,4.962,5228.1,no
32,blue-collar,married,basic.6y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
32,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,blue-collar,married,unknown,1,no,1.4,94.465,-41.8,4.962,5228.1,no
37,technician,single,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
36,blue-collar,married,basic.9y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
55,management,single,basic.4y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,admin.,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.4y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
24,services,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
24,services,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
55,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
40,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.962,5228.1,yes
41,services,married,basic.9y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,entrepreneur,single,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
58,management,unknown,university.degree,3,no,1.4,94.465,-41.8,4.962,5228.1,no
28,admin.,married,university.degree,3,no,1.4,94.465,-41.8,4.962,5228.1,yes
57,unemployed,married,basic.9y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
57,housemaid,married,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
33,services,married,basic.4y,3,unknown,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.4y,5,no,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,married,professional.course,1,no,1.4,94.465,-41.8,4.962,5228.1,no
56,technician,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
52,services,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
25,technician,married,professional.course,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
31,housemaid,married,professional.course,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
52,services,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,admin.,married,high.school,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
32,student,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
26,technician,single,high.school,0,unknown,1.4,94.465,-41.8,4.962,5228.1,no
41,services,married,high.school,0,unknown,1.4,94.465,-41.8,4.962,5228.1,yes
31,entrepreneur,divorced,high.school,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,management,married,university.degree,1,yes,1.4,94.465,-41.8,4.962,5228.1,yes
32,blue-collar,divorced,basic.9y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
41,technician,single,professional.course,0,yes,1.4,94.465,-41.8,4.962,5228.1,yes
29,technician,divorced,professional.course,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
39,management,married,basic.9y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
42,management,married,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
50,unemployed,married,high.school,2,no,1.4,94.465,-41.8,4.962,5228.1,no
34,blue-collar,married,high.school,4,no,1.4,94.465,-41.8,4.962,5228.1,no
32,blue-collar,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
44,entrepreneur,married,professional.course,4,no,1.4,94.465,-41.8,4.962,5228.1,no
42,retired,married,professional.course,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
48,technician,divorced,university.degree,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
41,self-employed,married,basic.9y,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
27,management,single,high.school,0,unknown,1.4,94.465,-41.8,4.962,5228.1,no
32,technician,married,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
55,blue-collar,married,basic.4y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
27,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
41,admin.,married,university.degree,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.4y,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
54,unemployed,married,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
52,blue-collar,divorced,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
55,management,single,basic.4y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
42,blue-collar,married,high.school,2,no,1.4,94.465,-41.8,4.962,5228.1,no
56,retired,married,basic.4y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
41,services,married,basic.9y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
31,services,married,high.school,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,blue-collar,married,unknown,0,no,1.4,94.465,-41.8,4.962,5228.1,no
40,blue-collar,married,basic.9y,1,no,1.4,94.465,-41.8,4.962,5228.1,no
25,services,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
46,entrepreneur,married,university.degree,2,unknown,1.4,94.465,-41.8,4.962,5228.1,no
53,management,divorced,university.degree,3,unknown,1.4,94.465,-41.8,4.962,5228.1,no
42,admin.,married,basic.6y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
59,retired,married,basic.9y,0,yes,1.4,94.465,-41.8,4.962,5228.1,yes
24,technician,single,professional.course,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
44,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,married,basic.9y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
31,blue-collar,married,basic.9y,2,yes,1.4,94.465,-41.8,4.962,5228.1,yes
28,technician,single,professional.course,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
33,blue-collar,married,basic.4y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
47,admin.,married,basic.9y,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
38,management,married,unknown,0,no,1.4,94.465,-41.8,4.962,5228.1,yes
35,admin.,divorced,university.degree,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
47,entrepreneur,married,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
25,blue-collar,married,basic.9y,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
26,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.962,5228.1,no
39,blue-collar,married,basic.4y,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
42,entrepreneur,married,professional.course,2,no,1.4,94.465,-41.8,4.962,5228.1,no
43,management,married,high.school,4,no,1.4,94.465,-41.8,4.962,5228.1,no
29,technician,married,professional.course,2,no,1.4,94.465,-41.8,4.962,5228.1,no
50,management,married,university.degree,2,no,1.4,94.465,-41.8,4.962,5228.1,yes
29,blue-collar,married,professional.course,3,no,1.4,94.465,-41.8,4.962,5228.1,no
45,technician,divorced,professional.course,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,blue-collar,married,unknown,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
38,blue-collar,married,basic.4y,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,services,married,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
33,housemaid,married,high.school,5,unknown,1.4,94.465,-41.8,4.962,5228.1,no
33,entrepreneur,married,university.degree,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
44,blue-collar,married,basic.4y,5,no,1.4,94.465,-41.8,4.962,5228.1,no
33,blue-collar,married,basic.4y,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
43,management,divorced,university.degree,4,no,1.4,94.465,-41.8,4.962,5228.1,yes
39,blue-collar,divorced,basic.9y,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.962,5228.1,no
31,services,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
49,technician,married,professional.course,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
44,blue-collar,married,high.school,4,yes,1.4,94.465,-41.8,4.962,5228.1,no
51,management,married,high.school,3,no,1.4,94.465,-41.8,4.962,5228.1,no
28,management,married,university.degree,4,no,1.4,94.465,-41.8,4.962,5228.1,yes
57,blue-collar,divorced,unknown,5,unknown,1.4,94.465,-41.8,4.962,5228.1,no
41,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
49,unknown,married,basic.6y,5,no,1.4,94.465,-41.8,4.962,5228.1,no
44,technician,married,high.school,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
57,retired,divorced,professional.course,2,no,1.4,94.465,-41.8,4.962,5228.1,no
36,services,married,high.school,2,no,1.4,94.465,-41.8,4.962,5228.1,no
49,admin.,married,high.school,5,yes,1.4,94.465,-41.8,4.962,5228.1,no
36,blue-collar,married,high.school,4,no,1.4,94.465,-41.8,4.962,5228.1,no
51,management,married,university.degree,5,no,1.4,94.465,-41.8,4.962,5228.1,yes
45,admin.,married,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
30,entrepreneur,married,high.school,2,unknown,1.4,94.465,-41.8,4.962,5228.1,no
46,admin.,married,basic.9y,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
43,blue-collar,single,basic.9y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
23,blue-collar,single,basic.9y,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
50,technician,married,professional.course,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
41,admin.,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
26,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
47,blue-collar,married,basic.6y,2,unknown,1.4,94.465,-41.8,4.962,5228.1,no
52,blue-collar,married,basic.4y,2,no,1.4,94.465,-41.8,4.962,5228.1,no
33,self-employed,married,university.degree,2,no,1.4,94.465,-41.8,4.962,5228.1,yes
28,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
28,blue-collar,married,unknown,1,no,1.4,94.465,-41.8,4.962,5228.1,no
42,blue-collar,married,unknown,2,no,1.4,94.465,-41.8,4.962,5228.1,no
28,blue-collar,married,basic.6y,2,no,1.4,94.465,-41.8,4.962,5228.1,yes
54,management,married,basic.6y,4,no,1.4,94.465,-41.8,4.962,5228.1,no
35,admin.,married,high.school,3,yes,1.4,94.465,-41.8,4.962,5228.1,no
60,admin.,married,university.degree,3,no,1.4,94.465,-41.8,4.962,5228.1,yes
47,services,married,high.school,2,yes,1.4,94.465,-41.8,4.962,5228.1,no
60,retired,married,high.school,1,yes,1.4,94.465,-41.8,4.962,5228.1,no
29,management,single,university.degree,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
49,technician,married,high.school,0,no,1.4,94.465,-41.8,4.962,5228.1,no
56,retired,married,basic.4y,0,no,1.4,94.465,-41.8,4.962,5228.1,no
33,admin.,married,high.school,2,no,1.4,94.465,-41.8,4.962,5228.1,no
28,student,single,high.school,0,yes,1.4,94.465,-41.8,4.962,5228.1,no
60,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.962,5228.1,yes
34,admin.,married,high.school,4,no,1.4,94.465,-41.8,4.961,5228.1,no
36,blue-collar,married,basic.9y,1,yes,1.4,94.465,-41.8,4.961,5228.1,no
39,management,single,university.degree,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
40,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.961,5228.1,yes
56,entrepreneur,married,university.degree,4,yes,1.4,94.465,-41.8,4.961,5228.1,no
33,admin.,single,professional.course,0,no,1.4,94.465,-41.8,4.961,5228.1,no
40,admin.,married,basic.9y,2,no,1.4,94.465,-41.8,4.961,5228.1,no
58,entrepreneur,married,basic.4y,3,no,1.4,94.465,-41.8,4.961,5228.1,no
40,blue-collar,divorced,basic.9y,3,no,1.4,94.465,-41.8,4.961,5228.1,no
32,blue-collar,married,basic.6y,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
37,technician,single,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
46,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
49,services,married,high.school,3,no,1.4,94.465,-41.8,4.961,5228.1,no
26,admin.,single,university.degree,0,no,1.4,94.465,-41.8,4.961,5228.1,yes
31,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.961,5228.1,no
36,student,single,basic.9y,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
32,technician,married,university.degree,5,no,1.4,94.465,-41.8,4.961,5228.1,yes
34,blue-collar,married,basic.9y,1,yes,1.4,94.465,-41.8,4.961,5228.1,no
35,student,single,university.degree,0,no,1.4,94.465,-41.8,4.961,5228.1,yes
59,retired,married,basic.9y,1,no,1.4,94.465,-41.8,4.961,5228.1,no
47,management,divorced,university.degree,0,no,1.4,94.465,-41.8,4.961,5228.1,yes
46,blue-collar,married,basic.4y,0,no,1.4,94.465,-41.8,4.961,5228.1,no
41,self-employed,married,high.school,2,no,1.4,94.465,-41.8,4.961,5228.1,no
42,blue-collar,married,basic.6y,2,yes,1.4,94.465,-41.8,4.961,5228.1,no
39,admin.,married,professional.course,4,unknown,1.4,94.465,-41.8,4.961,5228.1,no
46,blue-collar,divorced,basic.6y,3,unknown,1.4,94.465,-41.8,4.961,5228.1,no
27,admin.,married,university.degree,3,unknown,1.4,94.465,-41.8,4.961,5228.1,no
49,blue-collar,married,basic.9y,3,no,1.4,94.465,-41.8,4.961,5228.1,no
50,technician,married,professional.course,1,no,1.4,94.465,-41.8,4.961,5228.1,no
49,services,married,high.school,1,no,1.4,94.465,-41.8,4.961,5228.1,no
39,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.961,5228.1,no
47,admin.,divorced,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
30,blue-collar,married,basic.9y,2,no,1.4,94.465,-41.8,4.961,5228.1,no
35,blue-collar,married,unknown,3,no,1.4,94.465,-41.8,4.961,5228.1,no
40,admin.,married,professional.course,2,no,1.4,94.465,-41.8,4.961,5228.1,no
56,blue-collar,married,basic.4y,4,no,1.4,94.465,-41.8,4.961,5228.1,no
40,management,divorced,university.degree,5,yes,1.4,94.465,-41.8,4.961,5228.1,no
30,admin.,married,university.degree,1,no,1.4,94.465,-41.8,4.961,5228.1,yes
33,self-employed,single,university.degree,0,no,1.4,94.465,-41.8,4.961,5228.1,yes
35,blue-collar,married,basic.6y,4,no,1.4,94.465,-41.8,4.961,5228.1,no
58,self-employed,divorced,professional.course,5,no,1.4,94.465,-41.8,4.961,5228.1,no
47,admin.,divorced,high.school,0,yes,1.4,94.465,-41.8,4.961,5228.1,yes
46,blue-collar,married,basic.6y,2,no,1.4,94.465,-41.8,4.961,5228.1,no
53,services,married,high.school,5,yes,1.4,94.465,-41.8,4.961,5228.1,no
58,self-employed,divorced,professional.course,1,yes,1.4,94.465,-41.8,4.961,5228.1,no
49,housemaid,single,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
43,services,married,high.school,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
34,services,divorced,basic.9y,1,no,1.4,94.465,-41.8,4.961,5228.1,no
41,blue-collar,married,basic.9y,1,no,1.4,94.465,-41.8,4.961,5228.1,no
47,admin.,married,professional.course,3,no,1.4,94.465,-41.8,4.961,5228.1,no
42,unemployed,married,high.school,3,yes,1.4,94.465,-41.8,4.961,5228.1,no
49,services,married,high.school,2,no,1.4,94.465,-41.8,4.961,5228.1,no
54,retired,divorced,basic.4y,5,no,1.4,94.465,-41.8,4.961,5228.1,no
41,services,divorced,basic.9y,5,no,1.4,94.465,-41.8,4.961,5228.1,no
36,admin.,married,university.degree,2,yes,1.4,94.465,-41.8,4.961,5228.1,no
51,technician,married,professional.course,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
41,unemployed,married,professional.course,5,yes,1.4,94.465,-41.8,4.961,5228.1,no
42,technician,married,high.school,4,no,1.4,94.465,-41.8,4.961,5228.1,no
52,management,divorced,university.degree,5,no,1.4,94.465,-41.8,4.961,5228.1,yes
29,admin.,married,university.degree,0,no,1.4,94.465,-41.8,4.961,5228.1,yes
46,services,married,basic.9y,4,no,1.4,94.465,-41.8,4.961,5228.1,no
42,technician,single,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
35,self-employed,married,basic.4y,2,no,1.4,94.465,-41.8,4.961,5228.1,no
48,admin.,single,university.degree,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
27,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.961,5228.1,no
32,self-employed,single,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
45,blue-collar,married,basic.9y,5,yes,1.4,94.465,-41.8,4.961,5228.1,no
35,admin.,married,university.degree,2,no,1.4,94.465,-41.8,4.961,5228.1,no
32,services,married,high.school,2,no,1.4,94.465,-41.8,4.961,5228.1,no
35,admin.,married,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
47,management,married,basic.4y,5,no,1.4,94.465,-41.8,4.961,5228.1,no
35,admin.,married,high.school,4,no,1.4,94.465,-41.8,4.961,5228.1,no
53,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
37,technician,married,professional.course,2,no,1.4,94.465,-41.8,4.961,5228.1,no
42,admin.,married,basic.4y,2,no,1.4,94.465,-41.8,4.961,5228.1,no
58,retired,married,basic.4y,5,no,1.4,94.465,-41.8,4.961,5228.1,no
53,admin.,single,high.school,0,no,1.4,94.465,-41.8,4.961,5228.1,no
35,technician,married,professional.course,1,no,1.4,94.465,-41.8,4.961,5228.1,no
55,admin.,married,high.school,2,yes,1.4,94.465,-41.8,4.961,5228.1,no
51,blue-collar,married,basic.4y,5,no,1.4,94.465,-41.8,4.961,5228.1,no
51,admin.,married,professional.course,4,no,1.4,94.465,-41.8,4.961,5228.1,no
37,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.961,5228.1,no
48,services,divorced,basic.6y,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
44,admin.,married,university.degree,4,no,1.4,94.465,-41.8,4.961,5228.1,no
34,admin.,married,high.school,3,no,1.4,94.465,-41.8,4.961,5228.1,no
45,admin.,married,basic.9y,1,no,1.4,94.465,-41.8,4.961,5228.1,no
33,technician,married,professional.course,5,yes,1.4,94.465,-41.8,4.961,5228.1,no
41,admin.,married,university.degree,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
42,blue-collar,single,basic.6y,0,unknown,1.4,94.465,-41.8,4.961,5228.1,no
30,admin.,married,high.school,3,no,1.4,94.465,-41.8,4.961,5228.1,no
41,blue-collar,married,basic.9y,5,yes,1.4,94.465,-41.8,4.961,5228.1,yes
45,housemaid,married,professional.course,0,yes,1.4,94.465,-41.8,4.961,5228.1,no
45,services,married,basic.6y,5,yes,1.4,94.465,-41.8,4.961,5228.1,no
38,technician,single,professional.course,0,no,1.4,94.465,-41.8,4.961,5228.1,no
40,services,married,unknown,5,no,1.4,94.465,-41.8,4.961,5228.1,no
43,admin.,married,university.degree,3,no,1.4,94.465,-41.8,4.961,5228.1,yes
